id_source,name,address,country,currency,delivery_cost,lat,lon,image_url,radius,rating,reviews_nr,delivery_options,promo,loc_type,delivery_by,delivery_time,open,displayedHours,sun,mon,tue,wed,thu,fri,sat,tempClosed,type_food_0,type_food_1,type_food_2,type_food_3,type_food_4,extracted_options
4-CZDVTBCBBCLVDA,KL Chilli Ban Mee,KL Chilli Ban Mee - Punggol Drive,Singapore,SGD,1910.0,1.4025083,103.91320216666666,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZDVTBCBBCLVDA/hero/311e37ebe9aa469c8facb85a75236d48_1587354330397252715.jpeg,5000,4.4,326.0,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",FOOD,GRAB,29.0,,Closed,09:30-20:45,09:30-20:45,09:30-20:45,09:30-20:45,09:30-20:45,09:30-20:45,09:30-20:45,,Asian,Chinese,Halal,,,Livraison et à emporter
4-CZEYEB3CAE3VLA,Mamami Deal,Mamami Deal - Woodlands Loop,Singapore,SGD,199.0,1.4489392857142858,103.8091044,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZEYEB3CAE3VLA/hero/0ee964eace1d4f9cb06be5deb8380a4c_1611549776180273482.jpg,10000,3.0,3.0,ONLY_DELIVERY,"Enjoy 20% off min. spend $25 with promo code ""GROCERIES""!",MART,GRAB,48.0,,Closed,12:00-23:00,12:00-23:00,12:00-23:00,12:00-23:00,12:00-23:00,12:00-23:00,12:00-23:00,,Grocery,Mart,Halal,Groceries,,Livraison uniquement
SGDD00285,Bali Thai,Bali Thai - Causeway Point,Singapore,SGD,330.0,1.435827475,103.78604569923664,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD00285/hero/upload-photo-Hero_Photo_147d82dab3d24cfab41c291e510e9721_1554804247543336883.jpeg,3000,4.3,623.0,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",FOOD,GRAB,31.0,,Closed,11:30-21:30,11:30-21:30,11:30-21:30,11:30-21:30,11:30-21:30,11:30-21:30,11:30-21:30,,Asian,Same Prices In-Store,Halal,Seafood,Thai,Livraison et à emporter
4-CYWTR6TVTEKBCA,Tenderfresh Express,Tenderfresh Express - Causeway Point,Singapore,SGD,2210.0,1.4361237946201726,103.78575979612594,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CYWTR6TVTEKBCA/hero/feaed34a1d6b4783abd1e897c5c7f0ab_1567567721577011071.jpeg,5000,4.4,4893.0,ONLY_DELIVERY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",FOOD,GRAB,28.0,,Closed,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,,Chicken,Western,Halal,,,Livraison uniquement
4-C2ECCGNJL3TZCE,Japanese & Korean Cuisine,Japanese & Korean Cuisine - Woodlands Drive 16,Singapore,SGD,2010.0,1.43110842,103.79880595654632,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2ECCGNJL3TZCE/hero/76cde20a98ca4b868eb31c30948ed0fa_1608774694526812327.jpeg,5000,3.7,34.0,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",FOOD,GRAB,27.0,,Closed,10:00-20:30,10:00-20:30,10:00-20:30,10:00-20:30,10:00-20:30,10:00-20:30,10:00-20:30,,Japanese,Korean,Halal Food,,,Livraison et à emporter
4-C2TXV3KCAJC2T2,Chic King Western,Chic King Western - Woodlands Mart,Singapore,SGD,2180.0,1.445949,103.797848,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2TXV3KCAJC2T2/hero/18e22177e2e244cf820db63e32eb63e9_1621496522156853571.jpg,5000,5.0,,DELIVERY_TAKEAWAY,15% off with S$15.00 min. order,FOOD,GRAB,28.0,,Closed,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,,Chicken,Fried Chicken,Halal,Steak,,Livraison et à emporter
4-CZKCCB31NJLDL2,Sueno Cafe,Sueno Cafe - Woodlands Drive 50,Singapore,SGD,2120.0,1.4380429,103.7956068,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZKCCB31NJLDL2/hero/c69d16ca2394480f8c54cdc4f8081199_1592210742551475377.jpg,5000,4.5,237.0,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",FOOD,GRAB,28.0,,Closed,15:15-22:45,15:15-22:45,15:15-22:45,15:15-22:45,15:15-22:45,15:15-22:45,15:15-22:45,,Cake,Beverages,Halal,Dessert,,Livraison et à emporter
4-C2TKR7CDUFNXVN,Dough Culture,Dough Culture - Sun Plaza,Singapore,SGD,2050.0,1.44819497216028,103.819166344053,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2TKR7CDUFNXVN/hero/9c4ddcd1ae1644caa7ece9227ae6b8cb_1620982289466703971.jpeg,5000,4.0,1.0,DELIVERY_TAKEAWAY,,FOOD,GRAB,31.0,,Closed,11:00-20:30,11:00-20:30,11:00-20:30,11:00-20:30,11:00-20:30,11:00-20:30,11:00-20:30,,Asian,Dim Sum,Halal,Snack,,Livraison et à emporter
4-CYLJWGNJKEBUVJ,D'Rubinah,D'Rubinah - Sembawang Springs Estate,Singapore,SGD,320.0,1.440554517784406,103.8249278,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CYLJWGNJKEBUVJ/hero/6dd37e01a4df4bf6a8c7f40f83d393a0_1558580025799880665.jpeg,5000,4.3,1562.0,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",FOOD,GRAB,23.0,True,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,,Asian,Noodles,Halal,,,Livraison et à emporter
4-CY3TEKWWG2DXVT,Burger King,Burger King - Yishun Town Square,Singapore,SGD,1880.0,1.4260117690995455,103.83648759940333,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CY3TEKWWG2DXVT/hero/144d13ba3a61429ca55574724ee1f71b_1622520438913775561.jpeg,5000,4.2,6140.0,ONLY_DELIVERY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",FOOD,GRAB,24.0,,Closed,08:00-11:45 12:00-23:45,08:00-10:50 11:00-23:50,08:00-10:50 11:00-23:45,08:00-10:50 11:00-23:50,08:00-10:50 11:00-23:45,08:00-10:50 11:00-23:45,08:00-10:50 11:00-23:45,,American,Burger,Halal,,,Livraison uniquement
